Chronological Order,King,Ahom Name,Title / Epithet,Dynasty House,Historical Era,Reign Start Year,Reign End Year,Reign Period,Event,Event Year,Event Numeric Year,Event Category,Capital,Image File Name,Image Version,Image Link,Detailed Event Description,Key Historical Figures
152,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,War Council of Udayaditya Singha and Lachit Borphukan,1670,1670,War Council,Guwahati,07_Udayaditya_Singha_and_Lachit_War_Council_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/07_Udayaditya_Singha_and_Lachit_War_Council_v02.png,"Upon succeeding Chakradhwaj, Udayaditya reaffirms complete faith in Lachit Borphukan, coordinating logistics for the impending Mughal clash.","King Udayaditya Singha, Lachit Borphukan"
153,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,Fortification of Saraighat and Execution of the Negligent Uncle,1671,1671,Iron Discipline / Defense,Saraighat / Guwahati,08_Lachit_Prepares_for_Saraighat_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/08_Lachit_Prepares_for_Saraighat_v01.png,"Lachit oversees construction of the Saraighat earthen rampart overnight; finding his maternal uncle negligent, he beheads him uttering: 'My uncle is not greater than my country!'","Lachit Borphukan, Maternal uncle"
154,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,Fortification of Saraighat and Execution of the Negligent Uncle,1671,1671,Iron Discipline / Defense,Saraighat / Guwahati,08_Lachit_Prepares_for_Saraighat_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/08_Lachit_Prepares_for_Saraighat_v02.png,"Lachit oversees construction of the Saraighat earthen rampart overnight; finding his maternal uncle negligent, he beheads him uttering: 'My uncle is not greater than my country!'","Lachit Borphukan, Maternal uncle"
155,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,Lachit Rallies Retreating Troops from His Sickbed,March 1671,1671,Heroism / Inspiring Leadership,Brahmaputra / Saraighat,09_Lachit_Rallies_the_Ahom_Troops.png,v01,file:///home/angsuman/extra_spac/AHOM/images/09_Lachit_Rallies_the_Ahom_Troops.png,"Suffering from severe high fever, Lachit orders his sickbed carried onto his royal war-boat, shouting to retreating soldiers: 'If you wish to flee, do so! But let the King know I died fighting!'","Lachit Borphukan, Ahom boatmen"
156,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,The Epic Naval Battle of Saraighat,March 1671,1671,Historic Naval Victory,"Saraighat, Brahmaputra",10_Lachit_Commands_the_Battle_of_Saraighat_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/10_Lachit_Commands_the_Battle_of_Saraighat_v01.png,Ahom fleet traps Ram Singh's Mughal armada at the narrowest gorge of the Brahmaputra at Saraighat; Mughal naval force is completely shattered in a historic tactical masterpiece.,"Lachit Borphukan, Raja Ram Singh, Munawar Khan"
157,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,The Epic Naval Battle of Saraighat,March 1671,1671,Historic Naval Victory,"Saraighat, Brahmaputra",10_Lachit_Commands_the_Battle_of_Saraighat_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/10_Lachit_Commands_the_Battle_of_Saraighat_v02.png,Ahom fleet traps Ram Singh's Mughal armada at the narrowest gorge of the Brahmaputra at Saraighat; Mughal naval force is completely shattered in a historic tactical masterpiece.,"Lachit Borphukan, Raja Ram Singh, Munawar Khan"
158,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,The Epic Naval Battle of Saraighat,March 1671,1671,Historic Naval Victory,"Saraighat, Brahmaputra",10_Lachit_Commands_the_Battle_of_Saraighat_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/10_Lachit_Commands_the_Battle_of_Saraighat_v03.png,Ahom fleet traps Ram Singh's Mughal armada at the narrowest gorge of the Brahmaputra at Saraighat; Mughal naval force is completely shattered in a historic tactical masterpiece.,"Lachit Borphukan, Raja Ram Singh, Munawar Khan"
159,Udayaditya Singha,Sunyatphaa,Udayaditya Singha,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,The Expedition Against the Daflas,1671–1672,1671,Frontier Campaign,Northern Frontier,11_Dafla_Expedition.png,v01,file:///home/angsuman/extra_spac/AHOM/images/11_Dafla_Expedition.png,Expedition launched to pacify Dafla hillmen raiding north bank villages; harsh conditions test the royal army.,"King Udayaditya Singha, Ahom commanders"
160,Udayaditya Singha,Sunyatphaa,Swargadeo,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,Portrait of Lachit Borphukan,1671,1671,Historical Portrait / Hero,Guwahati / Saraighat,27_Lachit_Borphukan_Portrait_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/27_Lachit_Borphukan_Portrait_v01.png,"Regal portrait of the legendary Ahom generalissimo Lachit Borphukan, victor of the epic Battle of Saraighat.","Lachit Borphukan, King Udayaditya Singha"
161,Udayaditya Singha,Sunyatphaa,Swargadeo,Garhgaya House,Mughal-Ahom Wars & Zenith of Statecraft (1603–1681),1670,1672,1670–1672,Portrait of Lachit Borphukan,1671,1671,Historical Portrait / Hero,Guwahati / Saraighat,27_Lachit_Borphukan_Portrait_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/27_Lachit_Borphukan_Portrait_v02.png,"Regal portrait of the legendary Ahom generalissimo Lachit Borphukan, victor of the epic Battle of Saraighat.","Lachit Borphukan, King Udayaditya Singha"
162,Ramdhwaj Singha,Suklamphaa,Ramdhwaj Singha,Garhgaya House,Period of Ministerial Intrigue & Terror (1672–1681),1672,1675,1672–1675,Rise of Debera Borbarua's Palace Reign of Terror,1672–1675,1672,Palace Intrigue / Tyranny,Garhgaon,12_Ramdhwaj_Singha_Palace_Intrigue_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/12_Ramdhwaj_Singha_Palace_Intrigue_v01.png,"Debera Borbarua accumulates absolute despotic control, executing rival ministers, princes, and courtiers with impunity.","King Ramdhwaj Singha, Debera Borbarua"
163,Ramdhwaj Singha,Suklamphaa,Ramdhwaj Singha,Garhgaya House,Period of Ministerial Intrigue & Terror (1672–1681),1672,1675,1672–1675,Rise of Debera Borbarua's Palace Reign of Terror,1672–1675,1672,Palace Intrigue / Tyranny,Garhgaon,12_Ramdhwaj_Singha_Palace_Intrigue_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/12_Ramdhwaj_Singha_Palace_Intrigue_v02.png,"Debera Borbarua accumulates absolute despotic control, executing rival ministers, princes, and courtiers with impunity.","King Ramdhwaj Singha, Debera Borbarua"
164,Suhung,Suhung,Samaguria Raja,Samaguria House,Period of Ministerial Intrigue & Terror (1672–1681),1675,1675,1675 (20 days),Debera Borbarua Installs and Murders the Samaguria Raja,1675,1675,Puppet Monarchy / Regicide,Garhgaon,13_Samaguria_Raja_and_Debera_Borbarua.png,v01,file:///home/angsuman/extra_spac/AHOM/images/13_Samaguria_Raja_and_Debera_Borbarua.png,"Debera poisons Ramdhwaj and installs Suhung as puppet monarch; when Suhung questions his authority, Debera assassinates him in 20 days.","Suhung Samaguria Raja, Debera Borbarua"
165,Gobar Raja,Gobar,Tungkhungia Gobar Raja,Tungkhungia Dynasty (Founder),Period of Ministerial Intrigue & Terror (1672–1681),1675,1675,1675 (24 days),Gobar Raja Crowned as Debera's Puppet,1675,1675,Puppet Monarchy,Garhgaon,14_Gobar_Raja_The_Puppet_Crown.png,v01,file:///home/angsuman/extra_spac/AHOM/images/14_Gobar_Raja_The_Puppet_Crown.png,Debera crowns Tungkhungia prince Gobar (father of Gadadhar Singha) as king to maintain his puppet grip over the throne.,"Gobar Raja, Debera Borbarua"
166,Gobar Raja,Gobar,Tungkhungia Gobar Raja,Tungkhungia Dynasty (Founder),Period of Ministerial Intrigue & Terror (1672–1681),1675,1675,1675 (24 days),Atan Burhagohain Captures Garhgaon and Executes Debera and Gobar,1675,1675,Coup d'État / Restoration of Law,Garhgaon,15_Fall_of_Gobar_Raja.png,v01,file:///home/angsuman/extra_spac/AHOM/images/15_Fall_of_Gobar_Raja.png,"Atan Burhagohain leads an army of loyalist commanders from Guwahati to Garhgaon, arrests and executes Debera and deposes Gobar.","Atan Burhagohain, Debera Borbarua, Gobar Raja"
167,Sujinphaa,Siu-Jin-Pha,Arjun Dihingia Raja,Dihingia House,Period of Ministerial Intrigue & Terror (1672–1681),1675,1677,1675–1677,Installation of Sujinphaa by Atan Burhagohain,1675,1675,Accession / Statecraft,Garhgaon,16_Atan_Burhagohain_Installs_Sujinphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/16_Atan_Burhagohain_Installs_Sujinphaa.png,Noble statesman Atan Burhagohain refuses the crown himself and adheres strictly to constitution by placing Dihingia prince Sujinphaa on the throne.,"King Sujinphaa, Atan Burhagohain"
168,Sujinphaa,Siu-Jin-Pha,Arjun Dihingia Raja,Dihingia House,Period of Ministerial Intrigue & Terror (1672–1681),1675,1677,1675–1677,Court Suspicion and Rift Between King and Premier,1676,1676,Factional Strife,Garhgaon,17_Sujinphaa_and_Atan_Burhagohain_Court_Division.png,v01,file:///home/angsuman/extra_spac/AHOM/images/17_Sujinphaa_and_Atan_Burhagohain_Court_Division.png,"Influenced by plotting sons and courtiers, Sujinphaa begins to view the immensely popular Atan Burhagohain with bitter suspicion.","King Sujinphaa, Atan Burhagohain"
169,Sujinphaa,Siu-Jin-Pha,Arjun Dihingia Raja,Dihingia House,Period of Ministerial Intrigue & Terror (1672–1681),1675,1677,1675–1677,The Royal Army Deserts Sujinphaa,1677,1677,Military Defection,Garhgaon,18_Army_Turns_Against_Sujinphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/18_Army_Turns_Against_Sujinphaa.png,"When Sujinphaa attempts an armed ambush against the Burhagohain, royal soldiers refuse to strike their beloved prime minister and desert the king.","King Sujinphaa, Atan Burhagohain, Ahom troops"
170,Sujinphaa,Siu-Jin-Pha,Arjun Dihingia Raja,Dihingia House,Period of Ministerial Intrigue & Terror (1672–1681),1675,1677,1675–1677,Deposition and Tragic End of Sujinphaa,1677,1677,Deposition,Garhgaon,19_Fall_of_Sujinphaa.png,v01,file:///home/angsuman/extra_spac/AHOM/images/19_Fall_of_Sujinphaa.png,"Sujinphaa is captured, blinded according to Ahom dynastic custom, and passes away in confinement.","King Sujinphaa, Council of ministers"
171,Sudoiphaa,Siu-Doi-Pha,Paratiya Raja,Paratiya House,Period of Ministerial Intrigue & Terror (1672–1681),1677,1679,1677–1679,Accession and Court of Sudoiphaa Paratiya Raja,1677,1677,Accession,Garhgaon,20_Sudoiphaa_Paratiya_Raja_Royal_Court.png,v01,file:///home/angsuman/extra_spac/AHOM/images/20_Sudoiphaa_Paratiya_Raja_Royal_Court.png,Paratiya prince ascends the throne; kingdom faces external intrigue from Lower Assam viceroy Laluk Sola Borphukan.,"King Sudoiphaa, Atan Burhagohain"
172,Sudoiphaa,Siu-Doi-Pha,Paratiya Raja,Paratiya House,Period of Ministerial Intrigue & Terror (1672–1681),1677,1679,1677–1679,Treason of Laluk Sola: Surrender of Guwahati to the Mughals,February 1679,1679,Treason / National Tragedy,Guwahati,21_Laluk_Sola_Surrenders_Guwahati_to_the_Mughals_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/21_Laluk_Sola_Surrenders_Guwahati_to_the_Mughals_v01.png,"In an act of monstrous betrayal, Laluk Sola Borphukan surrenders Guwahati to Mughal Prince Azam Tara for 400,000 rupees and promises of being made Raja.","Laluk Sola Borphukan, Mughal Prince Muhammad Azam Tara"
173,Sudoiphaa,Siu-Doi-Pha,Paratiya Raja,Paratiya House,Period of Ministerial Intrigue & Terror (1672–1681),1677,1679,1677–1679,Treason of Laluk Sola: Surrender of Guwahati to the Mughals,February 1679,1679,Treason / National Tragedy,Guwahati,21_Laluk_Sola_Surrenders_Guwahati_to_the_Mughals_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/21_Laluk_Sola_Surrenders_Guwahati_to_the_Mughals_v02.png,"In an act of monstrous betrayal, Laluk Sola Borphukan surrenders Guwahati to Mughal Prince Azam Tara for 400,000 rupees and promises of being made Raja.","Laluk Sola Borphukan, Mughal Prince Muhammad Azam Tara"
174,Sulikphaa,Siu-Lik-Pha,Lora Raja (Boy King),Charingia House,Period of Ministerial Intrigue & Terror (1672–1681),1679,1681,1679–1681,Prince Gadapani Escapes into the Hills in Disguise,1679–1680,1679,Flight / Fugitive Prince,Naga Hills / Doyang,22_Prince_Gadapani_in_Hiding.png,v01,file:///home/angsuman/extra_spac/AHOM/images/22_Prince_Gadapani_in_Hiding.png,"Forewarned by his courageous wife Joymoti, tall and muscular Prince Gadapani flees in disguise into the Naga hills to evade royal executioners.","Prince Gadapani, Princess Joymoti"
175,Sulikphaa,Siu-Lik-Pha,Lora Raja (Boy King),Charingia House,Period of Ministerial Intrigue & Terror (1672–1681),1679,1681,1679–1681,Installation of the Teenaged Boy-King Sulikphaa,1679,1679,Puppet Monarchy,Garhgaon,23_Sulikphaa_Lora_Raja_The_Boy_King.png,v01,file:///home/angsuman/extra_spac/AHOM/images/23_Sulikphaa_Lora_Raja_The_Boy_King.png,Laluk Sola murders Atan Burhagohain and crowns 14-year-old Sulikphaa (Lora Raja) to govern through terror and usurp power.,"Sulikphaa Lora Raja, Laluk Sola Borphukan"
176,Sulikphaa,Siu-Lik-Pha,Lora Raja (Boy King),Charingia House,Period of Ministerial Intrigue & Terror (1672–1681),1679,1681,1679–1681,The Great Purge and Mutilation of Royal Princes,1679–1680,1679,State Terror / Purge,Kingdom-wide,24_Hunt_for_the_Ahom_Princes.png,v01,file:///home/angsuman/extra_spac/AHOM/images/24_Hunt_for_the_Ahom_Princes.png,"Laluk Sola and Sulikphaa unleash death squads across Assam to kill, blind, or slit the ears of all eligible Ahom princes to disqualify them from the throne.","Sulikphaa Lora Raja, Laluk Sola's assassins, Ahom princes"
177,Sulikphaa,Siu-Lik-Pha,Lora Raja (Boy King),Charingia House,Period of Ministerial Intrigue & Terror (1672–1681),1679,1681,1679–1681,Martyrdom of Princess Joymoti Konwari,1680,1680,Martyrdom / National Heroine,Jerenga Pathar,25_Joymoti_Refuses_to_Reveal_Gadapani_Hiding_Place.png,v01,file:///home/angsuman/extra_spac/AHOM/images/25_Joymoti_Refuses_to_Reveal_Gadapani_Hiding_Place.png,"Tied to thorn bushes on Jerenga Pathar and brutally tortured for 14 continuous days by Lora Raja's agents, Princess Joymoti breathes her last refusing to betray her husband Gadapani.","Princess Joymoti Konwari, Royal torturers, Prince Gadapani"
178,Gadadhar Singha,Supaatphaa,Gadadhar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1681,1696,1681–1696,Gadadhar Singha Takes the Throne and Marshals the Army,1681–1682,1681,Accession / Military Renaissance,Barkola / Guwahati,26_Gadadhar_Singha_Rebuilds_the_Ahom_Army.png,v01,file:///home/angsuman/extra_spac/AHOM/images/26_Gadadhar_Singha_Rebuilds_the_Ahom_Army.png,"Overthrowing Lora Raja, Gadadhar Singha mobilizes the kingdom's armed forces to permanently purge Assam of Mughal occupation.",King Gadadhar Singha
179,Gadadhar Singha,Supaatphaa,Gadadhar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1681,1696,1681–1696,Imperial Conference with Vaishnava Satradhikars,c. 1685,1685,State vs Church / Religious Policy,Garhgaon,27_Gadadhar_Singha_Meets_the_Satradhikars.png,v01,file:///home/angsuman/extra_spac/AHOM/images/27_Gadadhar_Singha_Meets_the_Satradhikars.png,"King Gadadhar Singha meets with powerful abbots (Satradhikars), asserting absolute royal authority over monastic wealth and exempt paiks.","King Gadadhar Singha, Major Satradhikars"
180,Gadadhar Singha,Supaatphaa,Gadadhar Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1681,1696,1681–1696,Royal Visitation to the Satra Naamghar,c. 1688,1688,Religious Oversight,Upper Assam Satra,28_Gadadhar_Singha_and_Satradhikar_at_the_Naamghar.png,v01,file:///home/angsuman/extra_spac/AHOM/images/28_Gadadhar_Singha_and_Satradhikar_at_the_Naamghar.png,The austere Swargadeo visits a monastic prayer hall (Naamghar) to ensure monastic orders do not undermine state military recruitment.,"King Gadadhar Singha, Satradhikar, Vaishnava disciples"
181,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Coronation of Rudra Singha (Sukhrungphaa),1696,1696,Coronation / Golden Age,Garhgaon,29_Rudra_Singha_Takes_the_Throne_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/29_Rudra_Singha_Takes_the_Throne_v01.png,"Son of Joymoti and Gadadhar Singha ascends the throne; initiates the zenith of Ahom political grandeur, architecture, and international diplomacy.",King Rudra Singha
182,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Coronation of Rudra Singha (Sukhrungphaa),1696,1696,Coronation / Golden Age,Garhgaon,29_Rudra_Singha_Takes_the_Throne_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/29_Rudra_Singha_Takes_the_Throne_v02.png,"Son of Joymoti and Gadadhar Singha ascends the throne; initiates the zenith of Ahom political grandeur, architecture, and international diplomacy.",King Rudra Singha
183,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Founding and Construction of Capital City Rangpur and Joysagar,1698–1705,1698,Capital Foundation / Monumental Architecture,Rangpur,31_Rudra_Singha_Builds_Rangpur_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/31_Rudra_Singha_Builds_Rangpur_v01.png,"Constructs the glorious capital Rangpur ('City of Joy'), excavates the massive Joysagar tank in memory of mother Joymoti, and builds Namdang stone bridge.","King Rudra Singha, Architect Ghanashyam"
184,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Founding and Construction of Capital City Rangpur and Joysagar,1698–1705,1698,Capital Foundation / Monumental Architecture,Rangpur,31_Rudra_Singha_Builds_Rangpur_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/31_Rudra_Singha_Builds_Rangpur_v02.png,"Constructs the glorious capital Rangpur ('City of Joy'), excavates the massive Joysagar tank in memory of mother Joymoti, and builds Namdang stone bridge.","King Rudra Singha, Architect Ghanashyam"
185,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,King Rudra Singha Inaugurates Royal Festivities at Rang Ghar,c. 1705,1705,Festivals / Royal Games,Rangpur,32_Rudra_Singha_at_Rang_Ghar_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/32_Rudra_Singha_at_Rang_Ghar_v01.png,"Rudra Singha presides over Rongali Bihu festivities, buffalo fights, elephant encounters, and folk dances from the royal pavilion at Rang Ghar.","King Rudra Singha, Royal courtiers, Folk performers"
186,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,King Rudra Singha Inaugurates Royal Festivities at Rang Ghar,c. 1705,1705,Festivals / Royal Games,Rangpur,32_Rudra_Singha_at_Rang_Ghar_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/32_Rudra_Singha_at_Rang_Ghar_v02.png,"Rudra Singha presides over Rongali Bihu festivities, buffalo fights, elephant encounters, and folk dances from the royal pavilion at Rang Ghar.","King Rudra Singha, Royal courtiers, Folk performers"
187,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,King Rudra Singha Inaugurates Royal Festivities at Rang Ghar,c. 1705,1705,Festivals / Royal Games,Rangpur,32_Rudra_Singha_at_Rang_Ghar_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/32_Rudra_Singha_at_Rang_Ghar_v03.png,"Rudra Singha presides over Rongali Bihu festivities, buffalo fights, elephant encounters, and folk dances from the royal pavilion at Rang Ghar.","King Rudra Singha, Royal courtiers, Folk performers"
188,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Subjugation and Vassalage of the Kachari and Jaintia Rulers,1706–1707,1706,Imperial Vassalage,Rangpur,30_Rudra_Singha_Receives_Kachari_Representatives.png,v01,file:///home/angsuman/extra_spac/AHOM/images/30_Rudra_Singha_Receives_Kachari_Representatives.png,"Following victorious campaigns, Rudra Singha receives envoys and rulers of the Kacharis and Jaintias who submit tribute and acknowledge Ahom supremacy.","King Rudra Singha, Kachari King Tamradhwaj, Jaintia King Ram Singha"
189,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Grand Durbar and the Seven-Tiered Singhason at Rangpur,c. 1710,1710,Imperial Majesty / Durbar,Rangpur,33_Ahom_Royal_Court_and_Singhason_v01.png,v01,file:///home/angsuman/extra_spac/AHOM/images/33_Ahom_Royal_Court_and_Singhason_v01.png,"Rudra Singha presides from the legendary jewel-inlaid lion throne (Singhason) under a golden canopy, welcoming foreign envoys from all corners of India.","King Rudra Singha, Council of Ministers, Foreign ambassadors"
190,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Grand Durbar and the Seven-Tiered Singhason at Rangpur,c. 1710,1710,Imperial Majesty / Durbar,Rangpur,33_Ahom_Royal_Court_and_Singhason_v02.png,v02,file:///home/angsuman/extra_spac/AHOM/images/33_Ahom_Royal_Court_and_Singhason_v02.png,"Rudra Singha presides from the legendary jewel-inlaid lion throne (Singhason) under a golden canopy, welcoming foreign envoys from all corners of India.","King Rudra Singha, Council of Ministers, Foreign ambassadors"
191,Rudra Singha,Sukhrungphaa,Rudra Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1696,1714,1696–1714,Grand Durbar and the Seven-Tiered Singhason at Rangpur,c. 1710,1710,Imperial Majesty / Durbar,Rangpur,33_Ahom_Royal_Court_and_Singhason_v03.png,v03,file:///home/angsuman/extra_spac/AHOM/images/33_Ahom_Royal_Court_and_Singhason_v03.png,"Rudra Singha presides from the legendary jewel-inlaid lion throne (Singhason) under a golden canopy, welcoming foreign envoys from all corners of India.","King Rudra Singha, Council of Ministers, Foreign ambassadors"
192,Siva Singha,Sutanphaa,Siva Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1714,1744,1714–1744,Transfer of Royal Power to Queen Phuleswari (Bar Raja),1722,1722,Royal Delegation / Astrological Crisis,Rangpur,01_Siva_Singha_Transfers_Authority_to_Queen_Phuleswari.png,v01,file:///home/angsuman/extra_spac/AHOM/images/01_Siva_Singha_Transfers_Authority_to_Queen_Phuleswari.png,"Panicked by astrological predictions of Chhatra-bhanga (loss of kingship), Siva Singha transfers the sovereign umbrella, royal seal, and rule to his chief queen Phuleswari.","King Siva Singha, Queen Phuleswari (Bar Raja), Astrologers"
193,Siva Singha,Sutanphaa,Siva Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1714,1744,1714–1744,Excavation of Gaurisagar Tank and Temples,c. 1725,1725,Monumental Architecture,Gaurisagar,04_Construction_of_Gaurisagar_Tank_and_Temples.png,v01,file:///home/angsuman/extra_spac/AHOM/images/04_Construction_of_Gaurisagar_Tank_and_Temples.png,"Queen Phuleswari excavates Gaurisagar tank and erects temples dedicated to Shiva, Vishnu, and Devi along its banks.","Queen Phuleswari, King Siva Singha"
194,Siva Singha,Sutanphaa,Siva Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1714,1744,1714–1744,Queen Phuleswari's Persecution of Moamoria Vaishnavas,c. 1730,1730,Religious Oppression / Sectarian Conflict,Rangpur,02_Phuleswari_Durga_Puja_and_Religious_Tensions.png,v01,file:///home/angsuman/extra_spac/AHOM/images/02_Phuleswari_Durga_Puja_and_Religious_Tensions.png,"Queen Phuleswari aggressively enforces Shakta worship, compelling Moamoria Vaishnavite Mahantas to smear sacrificial animal blood on their foreheads, igniting decades of bitter hatred.","Queen Phuleswari, Moamoria Mahanta Chaturbhuj, Vaishnava disciples"
195,Siva Singha,Sutanphaa,Siva Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1714,1744,1714–1744,Construction of Sivasagar Tank (Bor Pukhuri) and Shiva Dol,1734,1734,Monumental Architecture,Sivasagar,03_Construction_of_Sivasagar_Tank_and_Siva_Dol.png,v01,file:///home/angsuman/extra_spac/AHOM/images/03_Construction_of_Sivasagar_Tank_and_Siva_Dol.png,"Queen Ambika excavates the monumental 257-acre Sivasagar tank and erects the 104-foot-high Shiva Dol, one of India's tallest stone temple shikhara towers.","King Siva Singha, Queen Ambika, Temple master builders"
196,Siva Singha,Sutanphaa,Siva Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1714,1744,1714–1744,The Great Cadastral Land Survey (Pek-Kakar),c. 1735–1740,1735,Cadastral Survey / Revenue,Rangpur / Kingdom-wide,05_Royal_Land_Survey_Pek_Kakar.png,v01,file:///home/angsuman/extra_spac/AHOM/images/05_Royal_Land_Survey_Pek_Kakar.png,Comprehensive statewide land measurement and census of households and cultivation acreage conducted across Assam.,"King Siva Singha, Revenue officers (Pek-Kakar surveyors)"
197,Pramatta Singha,Sunenphaa,Pramatta Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1744,1751,1744–1751,Construction and Dedication of the Masonry Rang Ghar,1744,1744,Architectural Landmark,Rangpur,06_Rang_Ghar_Royal_Games.png,v01,file:///home/angsuman/extra_spac/AHOM/images/06_Rang_Ghar_Royal_Games.png,Pramatta Singha reconstructs Rang Ghar in permanent fired brick and egg-mortar as a magnificent two-storied oval sports colosseum.,"King Pramatta Singha, Master masons"
198,Pramatta Singha,Sunenphaa,Pramatta Singha,Tungkhungia Dynasty,Tungkhungia Restoration & Golden Age (1681–1769),1744,1751,1744–1751,Royal Buffalo Fights on Rupahi Pathar,c. 1746,1746,Sports & Pageantry,Rangpur (Rupahi Pathar),07_Buffalo_Fight_at_Rang_Ghar.png,v01,file:///home/angsuman/extra_spac/AHOM/images/07_Buffalo_Fight_at_Rang_Ghar.png,"The King and royal court watch thrilling buffalo fights, bird duels, and martial acrobatics held in the arena beneath the pavilion arches.","King Pramatta Singha, Courtiers, Sportsmen"
